Overall Rank,Name,Position,Team,Bye,Position Rank,Tier,OverallTier
138,Joshua Palmer,WR,LAC,0,57,6,14
139,Xavier Legette,WR,CAR,11,58,6,14
140,Chuba Hubbard,RB,CAR,11,43,5,14
141,Luke Musgrave,TE,GB,10,17,2,15
142,J.K. Dobbins,RB,LAC,5,44,5,15
143,Mike Williams,WR,NYJ,12,59,6,15
144,Kirk Cousins,QB,ATL,12,19,2,15
145,Jake Elliott,K,PHI,5,,1,15
146,Rico Dowdle,RB,DAL,7,45,5,15
147,Jake Moody,K,SF,9,,1,15
148,Matthew Stafford,QB,LAR,6,20,2,15
149,Jaylen Wright,RB,MIA,6,46,5,15
150,Ka'imi Fairbairn,K,HOU,14,,1,15
151,Cameron Dicker,K,LAC,5,,1,16
152,Gabe Davis,WR,JAX,12,60,6,16
153,Rashid Shaheed,WR,NO,12,61,7,16
154,Tyler Bass,K,BUF,12,0,1,16
155,Ja'Lynn Polk,WR,NE,14,62,7,16
156,Baker Mayfield,QB,TB,11,21,3,16
157,Ty Chandler,RB,MIN,6,47,5,16
158,Tyler Allgeier,RB,ATL,12,48,5,16
159,Ben Sinnott,TE,WAS,14,18,2,16
160,Brandin Cooks,WR,DAL,7,63,7,16
161,Adam Thielen,WR,CAR,11,64,7,17
162,Josh Downs,WR,IND,14,65,7,17
163,Cade Otton,TE,TB,11,19,2,17
164,Dontayvion Wicks,WR,GB,10,66,7,17
165,Isaiah Likely,TE,BAL,14,20,2,17
166,Deshaun Watson,QB,CLE,10,22,3,17
167,Taysom Hill,TE,NO,12,21,3,17
168,Ricky Pearsall,WR,SF,9,67,7,17
169,Antonio Gibson,RB,NE,14,49,5,17
170,Kendre Miller,RB,NO,12,50,5,17
171,Jahan Dotson,WR,PHI,14,68,7,18
172,Hunter Henry,TE,NE,14,22,3,18
173,Jaleel McLaughlin,RB,DEN,14,51,6,18
174,Jason Sanders,K,MIA,6,1,2,18
175,Troy Franklin,WR,DEN,14,69,7,18
176,MarShawn Lloyd,RB,GB,10,52,6,18
177,Darnell Mooney,WR,ATL,12,70,7,18
178,Tyler Conklin,TE,NYJ,12,23,3,18
179,Kimani Vidal,RB,LAC,5,53,6,18
180,Quentin Johnston,WR,LAC,5,71,8,18
181,DeMario Douglas,WR,NE,0,72,8,19
182,Ray Davis,RB,BUF,12,54,6,19
183,Braelon Allen,RB,NYJ,12,55,6,19
184,Tyrone Tracy,RB,NYG,11,56,6,19
185,Elijah Mitchell,RB,SF,9,57,6,19
186,Roman Wilson,WR,PIT,9,73,8,19
187,Will Levis,QB,TEN,5,23,3,19
188,Bo Nix,QB,DEN,14,24,3,19
189,Bucky Irving,RB,TB,11,58,6,19
190,Justin Fields,QB,PIT,9,25,3,19
191,Jermaine Burton,WR,CIN,12,74,8,20
192,Geno Smith,QB,SEA,10,26,3,20
193,Rashod Bateman,WR,BAL,14,75,8,20
194,Dameon Pierce,RB,HOU,14,59,6,20
195,Chigoziem Okonkwo,TE,TEN,5,24,3,20
196,Luke McCaffrey,WR,WAS,14,76,8,20
197,Khalil Herbert,RB,CHI,7,60,6,20
198,Jason Myers,K,SEA,10,2,2,20
199,Michael Wilson,WR,ARI,11,77,8,20
200,Noah Fant,TE,SEA,10,25,3,20
201,Mike Gesicki,TE,CIN,12,26,3,21
202,Daniel Carlson,K,LV,10,3,2,21
203,Wan'Dale Robinson,WR,NYG,11,78,8,21
204,J.J. McCarthy,QB,MIN,6,27,3,21
205,Ja'Tavion Sanders,TE,CAR,11,27,3,21
206,Drake Maye,QB,NE,14,28,3,21
207,Malachi Corley,WR,NYJ,12,79,8,21
208,Clyde Edwards-Helaire,RB,KC,6,61,7,21
209,Bryce Young,QB,CAR,11,29,3,21
210,Marvin Mims,WR,DEN,14,80,8,21
211,Audric Estime,RB,DEN,14,62,7,22
212,Javon Baker,WR,NE,14,81,9,22
213,Roschon Johnson,RB,CHI,7,63,7,22
214,Jonnu Smith,TE,MIA,6,28,3,22
215,Alexander Mattison,RB,LV,10,64,7,22
216,Sam Darnold,QB,MIN,6,30,3,22
217,Justice Hill,RB,BAL,14,65,7,22
218,Jalen McMillan,WR,TB,11,82,9,22
219,Tyler Boyd,WR,TEN,5,83,9,22
220,AJ Dillon,RB,GB,10,66,7,22
221,Theo Johnson,TE,NYG,11,29,3,23
222,Demarcus Robinson,WR,LAR,6,84,9,23
223,Tank Bigsby,RB,JAX,12,67,7,23
224,Will Shipley,RB,PHI,5,68,7,23
225,Greg Dortch,WR,ARI,11,85,9,23
226,Jalen Tolbert,WR,DAL,7,86,9,23
227,Russell Wilson,QB,PIT,9,31,4,23
228,Dawson Knox,TE,BUF,12,30,3,23
229,Odell Beckham,WR,MIA,6,87,9,23
230,Derek Carr,QB,NO,12,32,4,23
231,Colby Parkinson,TE,LAR,6,31,4,24
232,Keaton Mitchell,RB,BAL,14,69,7,24
233,DJ Chark,WR,LAC,5,88,9,24
234,Daniel Jones,QB,NYG,11,33,4,24
235,Greg Dulcich,TE,DEN,14,32,4,24
236,Zach Ertz,TE,WAS,14,33,4,24
237,Gardner Minshew,QB,LV,10,34,4,24
238,Dylan Laube,RB,LV,10,70,7,24
239,Tucker Kraft,TE,GB,10,34,4,24
240,Brenden Rice,WR,LAC,5,89,9,24
241,Trey Sermon,RB,IND,14,71,8,25
242,Isaac Guerendo,RB,SF,9,72,8,25
243,Zay Jones,WR,ARI,11,90,9,25
244,Jalin Hyatt,WR,NYG,11,91,10,25
245,Michael Penix,QB,ATL,12,35,4,25
246,Devontez Walker,WR,BAL,14,92,10,25
247,Michael Mayer,TE,LV,10,35,4,25
248,D'Onta Foreman,RB,CLE,10,73,8,25
249,Kenneth Gainwell,RB,PHI,5,74,8,25
250,Jelani Woods,TE,IND,14,36,4,25
251,Juwan Johnson,TE,NO,12,37,4,26
252,Ty'Son Williams,RB,DEN,0,75,8,26
253,Anthony Jones,RB,DEN,0,76,8,26
254,Marqise Lee,WR,MIA,0,93,10,26
255,K.J. Costello,QB,CHI,0,36,4,26
256,Hayden Hurst,TE,LAC,5,38,4,26
257,Elijah Moore,WR,CLE,10,94,10,26
258,Darius Slayton,WR,NYG,11,95,10,26
259,Charlie Taumoepeau,TE,ARI,0,39,4,26
260,Malik Washington,WR,MIA,6,96,10,26
261,Daniel Bellinger,TE,NYG,11,40,4,27
262,Anthony McFarland,RB,MIA,0,77,8,27
263,Dylan McDuffie,RB,BAL,0,78,8,27
264,Kendrick Bourne,WR,NE,14,97,10,27
265,Mike Weber,RB,NO,0,79,8,27
266,A.T. Perry,WR,NO,12,98,10,27
267,MyCole Pruitt,TE,PIT,0,41,5,27
268,Rondale Moore,WR,ATL,12,99,10,27
269,Jon Hilliman,RB,ATL,0,80,8,27
270,Jazz Ferguson,WR,BAL,0,100,10,27
271,Rasheen Ali,RB,BAL,14,81,9,28
272,Jalen Virgil,WR,DEN,0,101,11,28
273,Jhamon Ausbon,WR,PHI,0,102,11,28
274,Brandon McManus,K,IND,0,4,2,28
275,James White,RB,WAS,0,82,9,28
276,Ethan Fernea,WR,IND,0,103,11,28
277,Deuce Vaughn,RB,DAL,7,83,9,28
278,Eric Tomlinson,TE,IND,0,42,5,28
279,J.D. McKissic,RB,SF,0,84,9,28
280,Aidan O'Connell,QB,LV,10,37,4,28
281,Tre Tucker,WR,LV,10,104,11,29
282,Corey Clement,RB,CLE,0,85,9,29
283,Speedy Noil,WR,IND,0,105,11,29
284,K.J. Osborn,WR,NE,14,106,11,29
285,Peter LeBlanc,WR,SEA,0,107,11,29
286,Jamaal Williams,RB,NO,12,86,9,29
287,Eli Stove,WR,CAR,0,108,11,29
288,Caleb Huntley,RB,NE,0,87,9,29
289,Samaje Perine,RB,DEN,14,88,9,29
290,Amba Etta-Tawo,WR,CLE,0,109,11,29
291,Clayton Thorson,QB,NYG,0,38,4,30
292,Kadarius Toney,WR,KC,6,110,11,30
293,Tyler Higbee,TE,LAR,6,43,5,30
294,Cole McDonald,QB,LAR,0,39,4,30
295,Eric Gray,RB,NYG,11,89,9,30
296,Malcolm Brown,RB,CIN,0,90,9,30
297,Ray Lawry,RB,TEN,0,91,10,30
298,Jonathan Mingo,WR,CAR,11,111,12,30
299,Josh Reynolds,WR,DEN,14,112,12,30
300,Ja'Quan Gardner,RB,TB,0,92,10,30
301,Spencer Rattler,QB,NO,0,40,4,31
302,Sam Howell,QB,SEA,10,41,5,31
303,Jordan Travis,QB,NYJ,0,42,5,31
304,Treylon Burks,WR,TEN,5,113,12,31
305,Erick All,TE,CIN,12,44,5,31
306,Cade Stover,TE,HOU,14,45,5,31
307,Trey Lance,QB,DAL,0,43,5,31
308,Jacob Cowing,WR,SF,9,114,12,31
309,Jared Wiley,TE,KC,6,46,5,31
310,Frank Gore,RB,BUF,12,93,10,31
311,Jacoby Brissett,QB,NE,14,44,5,32
312,Drew Lock,QB,NYG,11,45,5,32
313,Miles Sanders,RB,CAR,11,94,10,32
314,Louis Rees-Zammit,RB,KC,0,95,10,32
315,Johnny Wilson,WR,PHI,5,115,12,32
316,Jake Browning,QB,CIN,12,46,5,32
317,Hendon Hooker,QB,DET,0,47,5,32
318,Trey Palmer,WR,TB,11,116,12,32
319,Joe Milton,QB,NE,0,48,5,32
320,Jaheim Bell,TE,NE,14,47,5,32
321,Evan Hull,RB,IND,14,96,10,33
322,Andrei Iosivas,WR,CIN,12,117,12,33
323,Chase Claypool,WR,SF,12,118,12,33
324,Ainias Smith,WR,PHI,5,119,12,33
325,Cornelius Johnson,WR,LAC,0,120,12,33
326,Cedric Tillman,WR,CLE,10,121,13,33
327,Jamari Thrash,WR,CLE,10,122,13,33
328,Alec Pierce,WR,IND,14,123,13,33
329,Isaiah Davis,RB,NYJ,12,97,10,33
330,Israel Abanikanda,RB,NYJ,12,98,10,33
331,Joe Flacco,QB,IND,14,49,5,34
332,Jameis Winston,QB,CLE,10,50,5,34
333,Jalen Coker,WR,CAR,0,124,13,34
334,Ryan Flournoy,WR,DAL,7,125,13,34
335,Tutu Atwell,WR,LAR,6,126,13,34
336,Bub Means,WR,NO,0,127,13,34
337,Kenny Pickett,QB,PHI,5,51,6,34
338,Dillon Johnson,RB,DEN,0,99,10,34
339,Chris Rodriguez,RB,WAS,14,100,10,34
340,Blake Watson,RB,DEN,14,101,11,34
341,John Metchie,WR,HOU,0,128,13,35
342,Cam Akers,RB,HOU,14,102,11,35
343,Zach Wilson,QB,DEN,0,52,6,35
344,Desmond Ridder,QB,ARI,0,53,6,35
345,Jarrett Stidham,QB,DEN,14,54,6,35
346,Gerald Everett,TE,CHI,7,48,5,35
347,Marquez Valdes-Scantling,WR,BUF,12,129,13,35
348,Cordarrelle Patterson,RB,PIT,9,103,11,35
349,Xavier Gipson,WR,NYJ,12,130,13,35
350,Jauan Jennings,WR,SF,9,131,14,35
351,Van Jefferson,WR,PIT,9,132,14,36
352,Calvin Austin,WR,PIT,0,133,14,36
353,Dalvin Cook,RB,HOU,0,104,11,36
354,JuJu Smith-Schuster,WR,LAR,0,134,14,36
355,Matt Gay,K,IND,14,5,2,36
356,Jordan Mason,RB,SF,9,105,11,36
357,Davis Cheek,QB,HOU,0,55,6,36
358,Albert Wilson,WR,CHI,0,135,14,36
359,Peewee Jarrett,QB,NYJ,0,56,6,36
360,Larry Rose,RB,KC,0,106,11,36
361,J.J. Taylor,RB,HOU,0,107,11,37
362,Austin Aune,QB,CLE,0,57,6,37
363,Kevin White,WR,SEA,0,136,14,37
364,Isaiah Bowser,RB,TB,0,108,11,37
365,Zay Malone,WR,ATL,0,137,14,37
366,Stephen Baggett,TE,WAS,0,49,5,37
367,Mark Ingram,RB,MIN,0,109,11,37
368,Elijah Marks,WR,MIA,0,138,14,37
369,Wendell Smallwood,RB,WAS,0,110,11,37
370,Nick Keizer,TE,DAL,0,50,5,37
371,Mo Alie-Cox,TE,IND,0,51,6,38
372,Anthony Johnson,WR,MIA,0,139,14,38
373,Jason Witten,TE,HOU,0,52,6,38
374,Vernon Davis,TE,JAX,0,53,6,38
375,De'Lance Turner,RB,DAL,0,111,12,38
376,Emani Bailey,RB,KC,0,112,12,38
