SleeperId,Overall Rank,Name,Position,Team,Bye,Position Rank,Tier,OverallTier
12493,101,Oronde Gadsden,TE,,,12,3,9
10892,102,Player 10892,UNK,,,0,1,9
9228,103,Bryce Young,QB,,,24,5,9
13349,104,Eli Stowers,TE,,,13,3,9
13286,105,Jadarian Price,RB,,,26,6,9
CIN,106,Cincinnati Bengals,DEF,,,0,1,9
5849,107,Kyler Murray,QB,,,25,5,9
10880,108,Player 10880,UNK,,,0,1,9
NYJ,109,New York Jets,DEF,,,0,1,10
11533,110,Brandon Aubrey,K,,,0,1,10
12530,111,Travis Hunter,WR,,,33,7,10
7640,112,Player 7640,UNK,,,0,1,10
899,113,Dan Bailey,K,,,0,1,10
WAS,114,Washington Commanders,DEF,,,0,1,10
421,115,Matthew Stafford,QB,,,26,6,10
10232,116,Michael Wilson,WR,,,34,7,10
5870,117,Daniel Jones,QB,,,27,6,10
9756,118,Jordan Addison,WR,,,35,7,10
5846,119,DK Metcalf,WR,,,36,8,10
13337,120,Emmett Johnson,RB,,,27,6,10
10236,121,Dalton Kincaid,TE,,,14,3,11
11638,122,Ricky Pearsall,WR,,,37,8,11
IND,123,Indianapolis Colts,DEF,,,0,1,11
8893,124,Nick Sciba,K,,,0,1,11
LAC,125,Los Angeles Chargers,DEF,,,0,1,11
6790,126,D'Andre Swift,RB,,,28,6,11
13276,127,Omar Cooper,WR,,,38,8,11
PHI,128,Philadelphia Eagles,DEF,,,0,1,11
11539,129,Jake Bates,K,,,0,1,11
12534,130,Kyle Monangai,RB,,,29,6,11
8167,131,Christian Watson,WR,,,39,8,11
8110,132,Jake Ferguson,TE,,,15,3,11
2133,133,Davante Adams,WR,,,40,8,12
4960,134,Player 4960,UNK,,,0,1,12
KC,135,Kansas City Chiefs,DEF,,,0,1,12
5927,136,Terry McLaurin,WR,,,41,9,12
8161,137,Malik Willis,QB,,,28,6,12
8812,138,Jonathan Garibay,K,,,0,1,12
8142,139,Alec Pierce,WR,,,42,9,12
8280,140,Player 8280,UNK,,,0,1,12
9480,141,Brenton Strange,TE,,,16,4,12
4217,142,George Kittle,TE,,,17,4,12
HOU,143,Houston Texans,DEF,,,0,1,12
12490,144,Bhayshul Tuten,RB,,,30,6,12
MIA,145,Miami Dolphins,DEF,,,0,1,13
DEN,146,Denver Broncos,DEF,,,0,1,13
12484,147,Jayden Higgins,WR,,,43,9,13
8126,148,Wan'Dale Robinson,WR,,,44,9,13
5862,149,Player 5862,UNK,,,0,1,13
13288,150,Nicholas Singleton,RB,,,31,7,13
PIT,151,Pittsburgh Steelers,DEF,,,0,1,13
5045,152,Courtland Sutton,WR,,,45,9,13
8228,153,Jaylen Warren,RB,,,32,7,13
13332,154,Player 13332,UNK,,,0,1,13
6819,155,Michael Pittman,WR,,,46,10,13
TB,156,Tampa Bay Buccaneers,DEF,,,0,1,13
11559,157,Michael Penix,QB,,,29,6,14
9487,158,Parker Washington,WR,,,47,10,14
11565,159,J.J. McCarthy,QB,,,30,6,14
4227,160,Harrison Butker,K,,,0,1,14
4983,161,DJ Moore,WR,,,48,10,14
12578,162,Player 12578,UNK,,,0,1,14
13268,163,Elijah Sarratt,WR,,,49,10,14
11624,164,Xavier Worthy,WR,,,50,10,14
13305,165,Mike Washington,RB,,,33,7,14
9754,166,Quentin Johnston,WR,,,51,11,14
12574,167,Player 12574,UNK,,,0,1,14
DAL,168,Dallas Cowboys,DEF,,,0,1,14
8775,169,Andrew Mevis,K,,,0,1,15
8932,170,Lucas Havrisik,K,,,0,1,15
4070,171,Player 4070,UNK,,,0,1,15
SF,172,San Francisco 49ers,DEF,,,0,1,15
12501,173,Matthew Golden,WR,,,52,11,15
8670,174,Parker Romo,K,,,0,1,15
13402,175,Skyler Bell,WR,,,53,11,15
8339,176,Player 8339,UNK,,,0,1,15
9753,177,Zach Charbonnet,RB,,,34,7,15
13320,178,Zachariah Branch,WR,,,54,11,15
12474,179,Woody Marks,RB,,,35,7,15
5947,180,Jakobi Meyers,WR,,,55,11,15
13311,181,Chris Bell,WR,,,56,12,16
10905,182,Player 10905,UNK,,,0,1,16
7594,183,Chuba Hubbard,RB,,,36,8,16
7648,184,Player 7648,UNK,,,0,1,16
11786,185,Cam Little,K,,,0,1,16
8132,186,Tyler Allgeier,RB,,,37,8,16
11586,187,Blake Corum,RB,,,38,8,16
NYG,188,New York Giants,DEF,,,0,1,16
11589,189,Trey Benson,RB,,,39,8,16
13405,190,Kaytron Allen,RB,,,40,8,16
7021,191,Rico Dowdle,RB,,,41,9,16
13353,192,Chris Brazzell,WR,,,57,12,16
6949,193,Player 6949,UNK,,,0,1,17
1945,194,Chris Boswell,K,,,0,1,17
12498,195,Mason Taylor,TE,,,18,4,17
8577,196,James McCourt,K,,,0,1,17
ATL,197,Atlanta Falcons,DEF,,,0,1,17
11665,198,Player 11665,UNK,,,0,1,17
5892,199,David Montgomery,RB,,,42,9,17
12711,200,Tyler Loop,K,,,0,1,17
MIN,201,Minnesota Vikings,DEF,,,0,1,17
10917,202,Player 10917,UNK,,,0,1,17
NE,203,New England Patriots,DEF,,,0,1,17
7611,204,Rhamondre Stevenson,RB,,,43,9,17
BAL,205,Baltimore Ravens,DEF,,,0,1,18
10222,206,Jayden Reed,WR,,,58,12,18
LAR,207,Los Angeles Rams,DEF,,,0,1,18
7672,208,Player 7672,UNK,,,0,1,18
7839,209,Evan McPherson,K,,,0,1,18
2216,210,Mike Evans,WR,,,59,12,18
13274,211,Germie Bernard,WR,,,60,12,18
13347,212,Demond Claiborne,RB,,,44,9,18
8131,213,Isaiah Likely,TE,,,19,4,18
LV,214,Las Vegas Raiders,DEF,,,0,1,18
4195,215,Jake Elliott,K,,,0,1,18
13293,216,Ja'Kobi Lane,WR,,,61,13,18
8134,217,Khalil Shakir,WR,,,62,13,19
13278,218,Max Klare,TE,,,20,4,19
11646,219,Jalen Coker,WR,,,63,13,19
5816,220,Player 5816,UNK,,,0,1,19
6815,221,Player 6815,UNK,,,0,1,19
4666,222,Younghoe Koo,K,,,0,1,19
12524,223,Shedeur Sanders,QB,,,31,7,19
6803,224,Brandon Aiyuk,WR,,,64,13,19
NO,225,New Orleans Saints,DEF,,,0,1,19
7049,226,Jauan Jennings,WR,,,65,13,19
11597,227,Theo Johnson,TE,,,21,5,19
JAX,228,Jacksonville Jaguars,DEF,,,0,1,19
4037,229,Chris Godwin,WR,,,66,14,20
BUF,230,Buffalo Bills,DEF,,,0,1,20
6768,231,Tua Tagovailoa,QB,,,32,7,20
9500,232,Josh Downs,WR,,,67,14,20
13285,233,Malachi Fields,WR,,,68,14,20
12533,234,Jacory Croskey-Merritt,RB,,,45,9,20
7002,235,Juwan Johnson,TE,,,22,5,20
5012,236,Mark Andrews,TE,,,23,5,20
12487,237,Terrance Ferguson,TE,,,24,5,20
7841,238,Player 7841,UNK,,,0,1,20
12597,239,Player 12597,UNK,,,0,1,20
5844,240,T.J. Hockenson,TE,,,25,5,20
8260,241,Gabe Brkic,K,,,0,1,21
11603,242,AJ Barner,TE,,,26,6,21
7136,243,Player 7136,UNK,,,0,1,21
5022,244,Dallas Goedert,TE,,,27,6,21
7567,245,Kenneth Gainwell,RB,,,46,10,21
CHI,246,Chicago Bears,DEF,,,0,1,21
11687,247,Player 11687,UNK,,,0,1,21
11742,248,Player 11742,UNK,,,0,1,21
11583,249,Jonathon Brooks,RB,,,47,10,21
5041,250,Player 5041,UNK,,,0,1,21
5346,251,Player 5346,UNK,,,0,1,21
3451,252,Ka'imi Fairbairn,K,,,0,1,21
3827,253,Aldrick Rosas,K,,,0,1,22
8121,254,Romeo Doubs,WR,,,69,14,22
GB,255,Green Bay Packers,DEF,,,0,1,22
11627,256,Troy Franklin,WR,,,70,14,22
8042,257,Chris Naggar,K,,,0,1,22
13301,258,Antonio Williams,WR,,,71,15,22
8258,259,Cade York,K,,,0,1,22
13376,260,Player 13376,UNK,,,0,1,22
7527,261,Mac Jones,QB,,,33,7,22
3678,262,Wil Lutz,K,,,0,1,22
5967,263,Tony Pollard,RB,,,48,10,22
6806,264,J.K. Dobbins,RB,,,49,10,22
CAR,265,Carolina Panthers,DEF,,,0,1,23
11792,266,Will Reichard,K,,,0,1,23
8266,267,Player 8266,UNK,,,0,1,23
11618,268,Jalen McMillan,WR,,,72,15,23
ARI,269,Arizona Cardinals,DEF,,,0,1,23
12504,270,Kaleb Johnson,RB,,,50,10,23
120,271,Adam Vinatieri,K,,,0,1,23
8392,272,Player 8392,UNK,,,0,1,23
11655,273,Tyrone Tracy,RB,,,51,11,23
13272,274,Carson Beck,QB,,,34,7,23
12509,275,Tre' Harris,WR,,,73,15,23
13363,276,Player 13363,UNK,,,0,1,23
12492,277,Pat Bryant,WR,,,74,15,24
11576,278,Braelon Allen,RB,,,52,11,24
13404,279,Garrett Nussmeier,QB,,,35,7,24
10937,280,Jake Moody,K,,,0,1,24
110,281,Stephen Gostkowski,K,,,0,1,24
13401,282,Michael Trigg,TE,,,28,6,24
9508,283,Tyjae Spears,RB,,,53,11,24
8536,284,Caleb Shudak,K,,,0,1,24
2747,285,Jason Myers,K,,,0,1,24
10898,286,Player 10898,UNK,,,0,1,24
9229,287,Anthony Richardson,QB,,,36,8,24
5332,288,Player 5332,UNK,,,0,1,24
11532,289,Matthew Trickett,K,,,0,1,25
3257,290,Jacoby Brissett,QB,,,37,8,25
8056,291,Jake Verity,K,,,0,1,25
12540,292,Chimere Dike,WR,,,75,15,25
12502,293,Gunnar Helm,TE,,,29,6,25
5001,294,Dalton Schultz,TE,,,30,6,25
5872,295,Deebo Samuel,WR,,,76,16,25
8408,296,Jordan Mason,RB,,,54,11,25
8003,297,Player 8003,UNK,,,0,1,25
3214,298,Hunter Henry,TE,,,31,7,25
4971,299,Player 4971,UNK,,,0,1,25
9504,300,Kayshon Boutte,WR,,,77,16,25
3321,301,Tyreek Hill,WR,,,78,16,26
2449,302,Stefon Diggs,WR,,,79,16,26
5095,303,Daniel Carlson,K,,,0,1,26
4033,304,David Njoku,TE,,,32,7,26
6783,305,Jerry Jeudy,WR,,,80,16,26
11705,306,Player 11705,UNK,,,0,1,26
6125,307,Player 6125,UNK,,,0,1,26
8136,308,Rachaad White,RB,,,55,11,26
DET,309,Detroit Lions,DEF,,,0,1,26
89,310,Chad Henne,QB,,,38,8,26
12535,311,Isaac TeSlaa,WR,,,81,17,26
8659,312,Player 8659,UNK,,,0,1,26
10914,313,Player 10914,UNK,,,0,1,27
12499,314,Elic Ayomanor,WR,,,82,17,27
12438,315,Alex Hale,K,,,0,1,27
8676,316,Rashid Shaheed,WR,,,83,17,27
13340,317,Player 13340,UNK,,,0,1,27
13306,318,Taylen Green,QB,,,39,8,27
12469,319,Dylan Sampson,RB,,,56,12,27
13400,320,Justin Joly,TE,,,33,7,27
7659,321,Player 7659,UNK,,,0,1,27
12497,322,Tory Horton,WR,,,84,17,27
2393,323,Player 2393,UNK,,,0,1,27
1466,324,Travis Kelce,TE,,,34,7,27
13317,325,Ted Hurst,WR,,,85,17,28
4035,326,Alvin Kamara,RB,,,57,12,28
11625,327,Adonai Mitchell,WR,,,86,18,28
10858,328,Alex Quevedo,K,,,0,1,28
7042,329,Tyler Bass,K,,,0,1,28
1099,330,Randy Bullock,K,,,0,1,28
CLE,331,Cleveland Browns,DEF,,,0,1,28
7961,332,Jose Borregales,K,,,0,1,28
6119,333,Player 6119,UNK,,,0,1,28
12566,334,Player 12566,UNK,,,0,1,28
8040,335,Quinn Nordin,K,,,0,1,28
12476,336,Devin Neal,RB,,,58,12,28
12536,337,Jaylin Noel,WR,,,87,18,29
9225,338,Tank Bigsby,RB,,,59,12,29
1264,339,Justin Tucker,K,,,0,1,29
5840,340,Player 5840,UNK,,,0,1,29
12547,341,Kyle Williams,WR,,,88,18,29
11669,342,Player 11669,UNK,,,0,1,29
11647,343,Kimani Vidal,RB,,,60,12,29
3909,344,Sam Ficken,K,,,0,1,29
1433,345,Brandon McManus,K,,,0,1,29
13282,346,Jack Endries,TE,,,35,7,29
6217,347,Player 6217,UNK,,,0,1,29
7591,348,Justin Fields,QB,,,40,8,29
8154,349,Brian Robinson,RB,,,61,13,30
13354,350,Eric McAlister,WR,,,89,18,30
13289,351,Drew Allar,QB,,,41,9,30
6888,352,Player 6888,UNK,,,0,1,30
6083,353,Matt Gay,K,,,0,1,30
8210,354,Chig Okonkwo,TE,,,36,8,30
12521,355,Elijah Arroyo,TE,,,37,8,30
8698,356,Jake Tonges,TE,,,38,8,30
11637,357,Keon Coleman,WR,,,90,18,30
4137,358,James Conner,RB,,,62,13,30
7933,359,Alex Kessman,K,,,0,1,30
8055,360,Brian Johnson,K,,,0,1,30
3460,361,Ross Martin,K,,,0,1,31
8111,362,Cade Otton,TE,,,39,8,31
13302,363,Adam Randall,RB,,,63,13,31
996,364,Player 996,UNK,,,0,1,31
12015,365,Harrison Mevis,K,,,0,1,31
127,366,Matt Bryant,K,,,0,1,31
9502,367,Tank Dell,WR,,,91,19,31
96,368,Aaron Rodgers,QB,,,42,9,31
3343,369,Nate Sudfeld,QB,,,43,9,31
12372,370,Vincent Blanchard,K,,,0,1,31
13380,371,Brenen Thompson,WR,,,92,19,31
775,372,Stephen Hauschka,K,,,0,1,31
12483,373,Jack Bech,WR,,,93,19,32
9506,374,Sean Tucker,RB,,,64,13,32
7922,375,Riley Patterson,K,,,0,1,32
6650,376,Chase McLaughlin,K,,,0,1,32
6183,377,Player 6183,UNK,,,0,1,32
8267,378,Player 8267,UNK,,,0,1,32
8205,379,Isiah Pacheco,RB,,,65,13,32
13300,380,Le'Veon Moss,RB,,,66,14,32
1166,381,Kirk Cousins,QB,,,44,9,32
13211,382,John Hoyland,K,,,0,1,32
6807,383,Player 6807,UNK,,,0,1,32
11457,384,Trey Wolff,K,,,0,1,32
5189,385,Eddy Pineiro,K,,,0,1,33
12510,386,Jalen Milroe,QB,,,45,9,33
4081,387,Player 4081,UNK,,,0,1,33
4199,388,Aaron Jones,RB,,,67,14,33
8329,389,Player 8329,UNK,,,0,1,33
4135,390,Player 4135,UNK,,,0,1,33
13375,391,Player 13375,UNK,,,0,1,33
2020,392,Cairo Santos,K,,,0,1,33
6192,393,Chris Blewitt,K,,,0,1,33
11662,394,Player 11662,UNK,,,0,1,33
13333,395,Deion Burks,WR,,,94,19,33
9482,396,Michael Mayer,TE,,,40,8,33
7600,397,Pat Freiermuth,TE,,,41,9,34
3467,398,Taylor Bertolet,K,,,0,1,34
9511,399,Keaton Mitchell,RB,,,68,14,34
12791,400,Ryan Coe,K,,,0,1,34
1373,401,Geno Smith,QB,,,46,10,34
943,402,Kyle Rudolph,TE,,,42,9,34
10213,403,Tre Tucker,WR,,,95,19,34
12495,404,Ollie Gordon,RB,,,69,14,34
1266,405,Greg Zuerlein,K,,,0,1,34
12713,406,Andy Borregales,K,,,0,1,34
6315,407,Player 6315,UNK,,,0,1,34
13377,408,Player 13377,UNK,,,0,1,34
7811,409,Player 7811,UNK,,,0,1,35
1974,410,Cody Parkey,K,,,0,1,35
7113,411,Player 7113,UNK,,,0,1,35
12403,412,Valentino Ambrosio,K,,,0,1,35
12312,413,Noah Rauschenberg,K,,,0,1,35
12457,414,Jaydon Blue,RB,,,70,14,35
11058,415,Blake Grupe,K,,,0,1,35
12617,416,Player 12617,UNK,,,0,1,35
10955,417,Chad Ryland,K,,,0,1,35
11435,418,Emanuel Wilson,RB,,,71,15,35
6865,419,Colby Parkinson,TE,,,43,9,35
13066,420,Ben Sauls,K,,,0,1,35
12500,421,Quinn Ewers,QB,,,47,10,36
12385,422,Jude McAtamney,K,,,0,1,36
11596,423,Ben Sinnott,TE,,,44,9,36
13335,424,Cole Payton,QB,,,48,10,36
11685,425,Player 11685,UNK,,,0,1,36
12455,426,Brashard Smith,RB,,,72,15,36
7062,427,Rodrigo Blankenship,K,,,0,1,36
13348,428,J'Mari Taylor,RB,,,73,15,36
10891,429,Player 10891,UNK,,,0,1,36
391,430,Ryan Succop,K,,,0,1,36
59,431,Mason Crosby,K,,,0,1,36
11949,432,Brayden Narveson,K,,,0,1,36
4968,433,Player 4968,UNK,,,0,1,37
5017,434,Player 5017,UNK,,,0,1,37
6302,435,Player 6302,UNK,,,0,1,37
4018,436,Joe Mixon,RB,,,74,15,37
11008,437,Anders Carlson,K,,,0,1,37
12511,438,Will Howard,QB,,,49,10,37
7855,439,Blake Haubeil,K,,,0,1,37
7518,440,Taylor Russolino,K,,,0,1,37
8311,441,Player 8311,UNK,,,0,1,37
11077,442,Jack Podlesny,K,,,0,1,37
9494,443,Marvin Mims,WR,,,96,20,37
5876,444,Player 5876,UNK,,,0,1,37
12568,445,Player 12568,UNK,,,0,1,38
5960,446,Player 5960,UNK,,,0,1,38
7094,447,Lirim Hajrullahu,K,,,0,1,38
11643,448,Jaylen Wright,RB,,,75,15,38
5944,449,Player 5944,UNK,,,0,1,38
830,450,A.J. Green,WR,,,97,20,38
12156,451,James Turner,K,,,0,1,38
11575,452,Ray Davis,RB,,,76,16,38
4958,453,Brett Maher,K,,,0,1,38
7121,454,Justin Rohrwasser,K,,,0,1,38
7617,455,Matt Ammendola,K,,,0,1,38
6782,456,Player 6782,UNK,,,0,1,38
7528,457,Najee Harris,RB,,,77,16,39
5119,458,Jason Sanders,K,,,0,1,39
2802,459,Corey Acosta,K,,,0,1,39
4066,460,Evan Engram,TE,,,45,9,39
11653,461,Charlie Smyth,K,,,0,1,39
12471,462,DJ Giddens,RB,,,78,16,39
7515,463,Sergio Castillo,K,,,0,1,39
13307,464,Marlin Klein,TE,,,46,10,39
12404,465,Colton Theaker,K,,,0,1,39
13237,466,Mark McNamee,K,,,0,1,39
13270,467,CJ Daniels,WR,,,98,20,39
11261,468,Andre Szmyt,K,,,0,1,39
3579,469,Marshall Morgan,K,,,0,1,40
11678,470,Player 11678,UNK,,,0,1,40
2911,471,Justin Manton,K,,,0,1,40
1348,472,Dustin Hopkins,K,,,0,1,40
12503,473,Isaiah Bond,WR,,,99,20,40
10219,474,Chris Rodriguez,RB,,,79,16,40
4981,475,Calvin Ridley,WR,,,100,20,40
13319,476,Oscar Delp,TE,,,47,10,40
11600,477,Ja'Tavion Sanders,TE,,,48,10,40
13365,478,Player 13365,UNK,,,0,1,40
7446,479,Tucker McCann,K,,,0,1,40
2617,480,Player 2617,UNK,,,0,1,40
7152,481,Sam Sloman,K,,,0,1,41
12185,482,Spencer Shrader,K,,,0,1,41
8844,483,Player 8844,UNK,,,0,1,41
49,484,Robbie Gould,K,,,0,1,41
7314,485,Dominik Eberle,K,,,0,1,41
12485,486,Tez Johnson,WR,,,101,21,41
11667,487,Player 11667,UNK,,,0,1,41
13371,488,Player 13371,UNK,,,0,1,41
11610,489,Malik Washington,WR,,,102,21,41
12180,490,Alex McNulty,K,,,0,1,41
11626,491,Xavier Legette,WR,,,103,21,41
503,492,Graham Gano,K,,,0,1,41
7090,493,Darnell Mooney,WR,,,104,21,42
1170,494,Alfred Morris,RB,,,80,16,42
5912,495,Player 5912,UNK,,,0,1,42
13403,496,Jam Miller,RB,,,81,17,42
11571,497,Isaiah Davis,RB,,,82,17,42
13295,498,Behren Morton,QB,,,50,10,42
333,499,Ryan Fitzpatrick,QB,,,51,11,42
533,500,Colt McCoy,QB,,,52,11,42
11783,501,Ryan Flournoy,WR,,,105,21,42
17,502,Matt Prater,K,,,0,1,42
208,503,Josh McCown,QB,,,53,11,42
12585,504,Player 12585,UNK,,,0,1,42
12470,505,Riley Leonard,QB,,,54,11,43
7201,506,Nick Vogel,K,,,0,1,43
10888,507,Player 10888,UNK,,,0,1,43
12824,508,Maddux Trujillo,K,,,0,1,43
4017,509,Deshaun Watson,QB,,,55,11,43
13322,510,Sam Roush,TE,,,49,10,43
12591,511,Player 12591,UNK,,,0,1,43
11727,512,Player 11727,UNK,,,0,1,43
8323,513,Player 8323,UNK,,,0,1,43
12750,514,Jonathan Kim,K,,,0,1,43
12467,515,Jordan James,RB,,,83,17,43
6900,516,Player 6900,UNK,,,0,1,43
658,517,Mike Nugent,K,,,0,1,44
12541,518,Dont'e Thornton,WR,,,106,22,44
12785,519,Player 12785,UNK,,,0,1,44
4233,520,Zane Gonzalez,K,,,0,1,44
13277,521,CJ Donaldson,RB,,,84,17,44
1287,522,Kai Forbath,K,,,0,1,44
11834,523,Devaughn Vele,WR,,,107,22,44
12548,524,Lenny Krieg,K,,,0,1,44
9757,525,Kendre Miller,RB,,,85,17,44
6826,526,Cole Kmet,TE,,,50,10,44
8314,527,Player 8314,UNK,,,0,1,44
11146,528,Christopher Dunn,K,,,0,1,44
13075,529,Myles Price,WR,,,108,22,45
10970,530,Player 10970,UNK,,,0,1,45
650,531,Nick Folk,K,,,0,1,45
10980,532,Player 10980,UNK,,,0,1,45
6485,533,Player 6485,UNK,,,0,1,45
12961,534,Ryan Fitzgerald,K,,,0,1,45
13388,535,Player 13388,UNK,,,0,1,45
2307,536,Marcus Mariota,QB,,,56,12,45
6208,537,Elliott Fry,K,,,0,1,45
12505,538,Jalen Royals,WR,,,109,22,45
7828,539,Noah Gray,TE,,,51,11,45
4950,540,Christian Kirk,WR,,,110,22,45
10444,541,Cedric Tillman,WR,,,111,23,46
12567,542,Player 12567,UNK,,,0,1,46
7571,543,Rashod Bateman,WR,,,112,23,46
5726,544,Player 5726,UNK,,,0,1,46
8475,545,Montrell Washington,WR,,,113,23,46
11557,546,Joe Milton,QB,,,57,12,46
13149,547,Caden Davis,K,,,0,1,46
12544,548,LeQuint Allen,RB,,,86,18,46
8181,549,Connor Heyward,TE,,,52,11,46
7627,550,Player 7627,UNK,,,0,1,46
9486,551,Dontayvion Wicks,WR,,,114,23,46
982,552,Bruce Miller,FB,,,0,1,46
8180,553,Jalen Nailor,WR,,,115,23,47
8265,554,Player 8265,UNK,,,0,1,47
8330,555,Player 8330,UNK,,,0,1,47
10933,556,Player 10933,UNK,,,0,1,47
13392,557,Jeff Caldwell,WR,,,116,24,47
2671,558,Josh Lambo,K,,,0,1,47
11836,559,Player 11836,UNK,,,0,1,47
5848,560,Marquise Brown,WR,,,117,24,47
7105,561,Ramiz Ahmed,K,,,0,1,47
7095,562,Austin MacGinnis,K,,,0,1,47
13342,563,John Michael Gyllenborg,TE,,,53,11,47
4039,564,Cooper Kupp,WR,,,118,24,47
13350,565,Joe Fagnano,QB,,,58,12,48
13338,566,Kevin Coleman,WR,,,119,24,48
6496,567,Cole Hedlund,K,,,0,1,48
5030,568,Player 5030,UNK,,,0,1,48
13327,569,Desmond Reid,RB,,,87,18,48
6788,570,Player 6788,UNK,,,0,1,48
2306,571,Jameis Winston,QB,,,59,12,48
6528,572,Joey Slye,K,,,0,1,48
11789,573,Joshua Karty,K,,,0,1,48
19,574,Joe Flacco,QB,,,60,12,48
4993,575,Mike Gesicki,TE,,,54,11,48
