Overall Rank,Name,Position,Team,Bye,Position Rank,Tier,OverallTier
116,Keenan Allen,WR,CHI,7,30,5,12
117,Michael Penix,QB,ATL,12,35,3,12
118,Cole Kmet,TE,CHI,7,15,2,12
119,Diontae Johnson,WR,CAR,11,43,5,12
120,Nick Chubb,RB,CLE,10,27,4,12
121,James Conner,RB,ARI,11,20,4,13
122,Aaron Rodgers,QB,NYJ,12,18,3,13
123,Jameson Williams,WR,DET,5,48,5,13
124,Dallas Goedert,TE,PHI,5,12,2,13
125,Zack Moss,RB,CIN,12,29,4,13
126,Dalton Schultz,TE,HOU,14,13,2,13
127,Justin Fields,QB,PIT,9,25,3,13
128,Brian Robinson,RB,WAS,14,35,4,13
129,Ja'Lynn Polk,WR,NE,14,62,6,13
130,Pat Freiermuth,TE,PIT,9,16,2,13
131,Ben Sinnott,TE,WAS,14,18,2,14
132,Devin Singletary,RB,NYG,11,33,4,14
133,Zach Charbonnet,RB,SEA,10,42,4,14
134,Austin Ekeler,RB,WAS,14,30,4,14
135,Troy Franklin,WR,DEN,14,69,6,14
136,Geno Smith,QB,SEA,10,26,3,14
137,Chase Brown,RB,CIN,12,39,4,14
138,Kendre Miller,RB,NO,12,50,4,14
139,Josh Downs,WR,IND,14,65,6,14
140,Jaylen Wright,RB,MIA,6,46,4,14
141,Jerry Jeudy,WR,CLE,10,56,6,15
142,Raheem Mostert,RB,MIA,6,25,5,15
143,Romeo Doubs,WR,GB,10,51,6,15
144,MarShawn Lloyd,RB,GB,10,52,5,15
145,Jahan Dotson,WR,PHI,14,68,6,15
146,Roman Wilson,WR,PIT,9,73,6,15
147,Luke Musgrave,TE,GB,10,17,2,15
148,DeAndre Hopkins,WR,TEN,5,44,6,15
149,Gus Edwards,RB,LAC,5,37,5,15
150,Courtland Sutton,WR,DEN,14,49,6,15
151,Jerome Ford,RB,CLE,10,41,5,16
152,Daniel Jones,QB,NYG,11,33,4,16
153,Khalil Shakir,WR,BUF,12,53,6,16
154,Derek Carr,QB,NO,12,32,4,16
155,Quentin Johnston,WR,LAC,5,71,7,16
156,Isaiah Likely,TE,BAL,14,20,2,16
157,Ja'Tavion Sanders,TE,CAR,11,27,2,16
158,Jermaine Burton,WR,CIN,12,74,7,16
159,Russell Wilson,QB,PIT,9,31,4,16
160,Jakobi Meyers,WR,LV,10,55,7,16
161,Ezekiel Elliott,RB,DAL,7,38,5,17
162,Malachi Corley,WR,NYJ,12,79,7,17
163,Dontayvion Wicks,WR,GB,10,66,7,17
164,Kimani Vidal,RB,LAC,5,53,5,17
165,Gabe Davis,WR,JAX,12,60,7,17
166,J.K. Dobbins,RB,LAC,5,44,5,17
167,Rashid Shaheed,WR,NO,12,61,7,17
168,Tyler Lockett,WR,SEA,10,52,7,17
169,Chuba Hubbard,RB,CAR,11,43,5,17
170,Joshua Palmer,WR,LAC,0,57,7,17
171,Javon Baker,WR,NE,14,81,7,18
172,Michael Wilson,WR,ARI,11,77,8,18
173,Cade Otton,TE,TB,11,19,3,18
174,Chigoziem Okonkwo,TE,TEN,5,24,3,18
175,Curtis Samuel,WR,BUF,12,50,8,18
176,Tyler Allgeier,RB,ATL,12,48,5,18
177,Gardner Minshew,QB,LV,10,34,4,18
178,Bucky Irving,RB,TB,11,58,5,18
179,Mike Williams,WR,NYJ,12,59,8,18
180,Keaton Mitchell,RB,BAL,14,69,6,18
181,Roschon Johnson,RB,CHI,7,63,6,19
182,Luke McCaffrey,WR,WAS,14,76,8,19
183,Marvin Mims,WR,DEN,14,80,8,19
184,Jalen McMillan,WR,TB,11,82,8,19
185,DeMario Douglas,WR,NE,0,72,8,19
186,Ray Davis,RB,BUF,12,54,6,19
187,Antonio Gibson,RB,NE,14,49,6,19
188,Braelon Allen,RB,NYJ,12,55,6,19
189,Tucker Kraft,TE,GB,10,34,3,19
190,Audric Estime,RB,DEN,14,62,6,19
191,Michael Mayer,TE,LV,10,35,3,20
192,Spencer Rattler,QB,NO,0,40,4,20
193,Darnell Mooney,WR,ATL,12,70,8,20
194,Ty Chandler,RB,MIN,6,47,6,20
195,Tyrone Tracy,RB,NYG,11,56,6,20
196,Sam Howell,QB,SEA,10,41,4,20
197,Theo Johnson,TE,NYG,11,29,3,20
198,Dameon Pierce,RB,HOU,14,59,6,20
199,Rico Dowdle,RB,DAL,7,45,6,20
200,Rashod Bateman,WR,BAL,14,75,8,20
201,Brenden Rice,WR,LAC,5,89,8,21
202,Devontez Walker,WR,BAL,14,92,9,21
203,Brandin Cooks,WR,DAL,7,63,9,21
204,Jaleel McLaughlin,RB,DEN,14,51,7,21
205,Wan'Dale Robinson,WR,NYG,11,78,9,21
206,Will Shipley,RB,PHI,5,68,7,21
207,Greg Dulcich,TE,DEN,14,32,3,21
208,Aidan O'Connell,QB,LV,10,37,4,21
209,Isaac Guerendo,RB,SF,9,72,7,21
210,Tank Bigsby,RB,JAX,12,67,7,21
211,Hunter Henry,TE,NE,14,22,3,22
212,Noah Fant,TE,SEA,10,25,3,22
213,Sam Darnold,QB,MIN,6,30,4,22
214,Khalil Herbert,RB,CHI,7,60,7,22
215,Taysom Hill,TE,NO,12,21,3,22
216,Adam Thielen,WR,CAR,11,64,9,22
217,Jalin Hyatt,WR,NYG,11,91,9,22
218,Jordan Travis,QB,NYJ,0,42,4,22
219,Malik Washington,WR,MIA,6,96,9,22
220,Dylan Laube,RB,LV,10,70,7,22
221,Treylon Burks,WR,TEN,5,113,9,23
222,Erick All,TE,CIN,12,44,3,23
223,Elijah Mitchell,RB,SF,9,57,7,23
224,Elijah Moore,WR,CLE,10,94,9,23
225,Cade Stover,TE,HOU,14,45,4,23
226,Alexander Mattison,RB,LV,10,64,7,23
227,Tyler Conklin,TE,NYJ,12,23,4,23
228,AJ Dillon,RB,GB,10,66,7,23
229,Jelani Woods,TE,IND,14,36,4,23
230,Rasheen Ali,RB,BAL,14,81,7,23
231,Trey Lance,QB,DAL,0,43,4,24
232,Jacob Cowing,WR,SF,9,114,9,24
233,Jonathan Mingo,WR,CAR,11,111,9,24
234,Rondale Moore,WR,ATL,12,99,10,24
235,Tyler Boyd,WR,TEN,5,83,10,24
236,Jared Wiley,TE,KC,6,46,4,24
237,Mike Gesicki,TE,CIN,12,26,4,24
238,A.T. Perry,WR,NO,12,98,10,24
239,DJ Chark,WR,LAC,5,88,10,24
240,Frank Gore,RB,BUF,12,93,8,24
241,Jacoby Brissett,QB,NE,14,44,5,25
242,Juwan Johnson,TE,NO,12,37,4,25
243,Clyde Edwards-Helaire,RB,KC,6,61,8,25
244,Greg Dortch,WR,ARI,11,85,10,25
245,Zay Jones,WR,ARI,11,90,10,25
246,Colby Parkinson,TE,LAR,6,31,4,25
247,Kenneth Gainwell,RB,PHI,5,74,8,25
248,Jalen Tolbert,WR,DAL,7,86,10,25
249,Dawson Knox,TE,BUF,12,30,4,25
250,Drew Lock,QB,NYG,11,45,5,25
251,Odell Beckham,WR,MIA,6,87,10,26
252,Miles Sanders,RB,CAR,11,94,8,26
253,Louis Rees-Zammit,RB,KC,0,95,8,26
254,Johnny Wilson,WR,PHI,5,115,10,26
255,Jake Browning,QB,CIN,12,46,5,26
256,Hendon Hooker,QB,DET,0,47,5,26
257,Trey Palmer,WR,TB,11,116,10,26
258,Daniel Bellinger,TE,NYG,11,40,4,26
259,Joe Milton,QB,NE,0,48,5,26
260,Jaheim Bell,TE,NE,14,47,4,26
261,Evan Hull,RB,IND,14,96,8,27
262,Jonnu Smith,TE,MIA,6,28,5,27
263,Andrei Iosivas,WR,CIN,12,117,11,27
264,Chase Claypool,WR,SF,12,118,11,27
265,K.J. Osborn,WR,NE,14,106,11,27
266,D'Onta Foreman,RB,CLE,10,73,8,27
267,Eric Gray,RB,NYG,11,89,8,27
268,Ainias Smith,WR,PHI,5,119,11,27
269,Darius Slayton,WR,NYG,11,95,11,27
270,Deuce Vaughn,RB,DAL,7,83,8,27
271,Cornelius Johnson,WR,LAC,0,120,11,28
272,Cedric Tillman,WR,CLE,10,121,11,28
273,Jamari Thrash,WR,CLE,10,122,11,28
274,Alec Pierce,WR,IND,14,123,11,28
275,Isaiah Davis,RB,NYJ,12,97,8,28
276,Israel Abanikanda,RB,NYJ,12,98,9,28
277,Trey Sermon,RB,IND,14,71,9,28
278,Demarcus Robinson,WR,LAR,6,84,11,28
279,Joe Flacco,QB,IND,14,49,5,28
280,Jameis Winston,QB,CLE,10,50,5,28
281,Zach Ertz,TE,WAS,14,33,5,29
282,Jalen Coker,WR,CAR,0,124,12,29
283,Ryan Flournoy,WR,DAL,7,125,12,29
284,Tutu Atwell,WR,LAR,6,126,12,29
285,Kendrick Bourne,WR,NE,14,97,12,29
286,Kadarius Toney,WR,KC,6,110,12,29
287,Tre Tucker,WR,LV,10,104,12,29
288,Bub Means,WR,NO,0,127,12,29
289,Kenny Pickett,QB,PHI,5,51,5,29
290,Hayden Hurst,TE,LAC,5,38,5,29
291,Dillon Johnson,RB,DEN,0,99,9,30
292,Justice Hill,RB,BAL,14,65,9,30
293,Chris Rodriguez,RB,WAS,14,100,9,30
294,Blake Watson,RB,DEN,14,101,9,30
295,John Metchie,WR,HOU,0,128,12,30
296,Cam Akers,RB,HOU,14,102,9,30
297,Jamaal Williams,RB,NO,12,86,9,30
298,Zach Wilson,QB,DEN,0,52,5,30
299,Desmond Ridder,QB,ARI,0,53,5,30
300,Justin Tucker,K,BAL,14,,1,30
301,Harrison Butker,K,KC,6,,1,31
302,Brandon Aubrey,K,DAL,7,,1,31
303,Evan McPherson,K,CIN,12,,1,31
304,Younghoe Koo,K,ATL,12,,1,31
305,Jake Elliott,K,PHI,5,,1,31
306,Jake Moody,K,SF,9,,1,31
307,Ka'imi Fairbairn,K,HOU,14,,1,31
308,Cameron Dicker,K,LAC,5,,1,31
309,Tyler Bass,K,BUF,12,0,1,31
310,Jason Sanders,K,MIA,6,1,2,31
311,Jason Myers,K,SEA,10,2,2,32
312,Daniel Carlson,K,LV,10,3,2,32
313,Ty'Son Williams,RB,DEN,0,75,9,32
314,Anthony Jones,RB,DEN,0,76,9,32
315,Marqise Lee,WR,MIA,0,93,12,32
316,K.J. Costello,QB,CHI,0,36,6,32
317,Charlie Taumoepeau,TE,ARI,0,39,5,32
318,Anthony McFarland,RB,MIA,0,77,10,32
319,Dylan McDuffie,RB,BAL,0,78,10,32
320,Mike Weber,RB,NO,0,79,10,32
321,MyCole Pruitt,TE,PIT,0,41,5,33
322,Jon Hilliman,RB,ATL,0,80,10,33
323,Jazz Ferguson,WR,BAL,0,100,12,33
324,Jalen Virgil,WR,DEN,0,101,13,33
325,Jhamon Ausbon,WR,PHI,0,102,13,33
326,Brandon McManus,K,IND,0,4,2,33
327,James White,RB,WAS,0,82,10,33
328,Ethan Fernea,WR,IND,0,103,13,33
329,Eric Tomlinson,TE,IND,0,42,5,33
330,J.D. McKissic,RB,SF,0,84,10,33
331,Corey Clement,RB,CLE,0,85,10,34
332,Speedy Noil,WR,IND,0,105,13,34
333,Peter LeBlanc,WR,SEA,0,107,13,34
334,Eli Stove,WR,CAR,0,108,13,34
335,Caleb Huntley,RB,NE,0,87,10,34
336,Samaje Perine,RB,DEN,14,88,10,34
337,Amba Etta-Tawo,WR,CLE,0,109,13,34
338,Clayton Thorson,QB,NYG,0,38,6,34
339,Tyler Higbee,TE,LAR,6,43,5,34
340,Cole McDonald,QB,LAR,0,39,6,34
341,Malcolm Brown,RB,CIN,0,90,10,35
342,Ray Lawry,RB,TEN,0,91,11,35
343,Josh Reynolds,WR,DEN,14,112,13,35
344,Ja'Quan Gardner,RB,TB,0,92,11,35
345,Jarrett Stidham,QB,DEN,14,54,6,35
346,Gerald Everett,TE,CHI,7,48,5,35
347,Marquez Valdes-Scantling,WR,BUF,12,129,13,35
348,Cordarrelle Patterson,RB,PIT,9,103,11,35
349,Xavier Gipson,WR,NYJ,12,130,13,35
350,Jauan Jennings,WR,SF,9,131,14,35
351,Van Jefferson,WR,PIT,9,132,14,36
352,Calvin Austin,WR,PIT,0,133,14,36
353,Dalvin Cook,RB,HOU,0,104,11,36
354,JuJu Smith-Schuster,WR,LAR,0,134,14,36
355,Matt Gay,K,IND,14,5,2,36
356,Jordan Mason,RB,SF,9,105,11,36
357,Davis Cheek,QB,HOU,0,55,6,36
358,Albert Wilson,WR,CHI,0,135,14,36
359,Peewee Jarrett,QB,NYJ,0,56,6,36
360,Larry Rose,RB,KC,0,106,11,36
361,J.J. Taylor,RB,HOU,0,107,11,37
362,Austin Aune,QB,CLE,0,57,6,37
363,Kevin White,WR,SEA,0,136,14,37
364,Isaiah Bowser,RB,TB,0,108,11,37
365,Zay Malone,WR,ATL,0,137,14,37
366,Stephen Baggett,TE,WAS,0,49,5,37
367,Mark Ingram,RB,MIN,0,109,11,37
368,Elijah Marks,WR,MIA,0,138,14,37
369,Wendell Smallwood,RB,WAS,0,110,11,37
370,Nick Keizer,TE,DAL,0,50,5,37
371,Mo Alie-Cox,TE,IND,0,51,6,38
372,Anthony Johnson,WR,MIA,0,139,14,38
373,Jason Witten,TE,HOU,0,52,6,38
374,Vernon Davis,TE,JAX,0,53,6,38
375,De'Lance Turner,RB,DAL,0,111,12,38
376,Emani Bailey,RB,KC,0,112,12,38
